Column,ID_PER,CVE_ENT,NOM_ENT,CEN_INT,NOM_INT,COD_RES,SEXO,FUERO,P2_1,P2_2,P2_3_01,P2_3_02,P2_3_03,P2_3_04,P2_3_05,P2_3_06,P2_3_07,P2_3_08,P2_3_09,P2_3_10,P2_3_98,P2_3_99,P2_4,P2_5,P2_6,P2_7_1,P2_8A_1,P2_8M_1,P2_9_1,P2_7_2,P2_8A_2,P2_8M_2,P2_9_2,P2_7_3,P2_8A_3,P2_8M_3,P2_9_3,P2_7_4,P2_8A_4,P2_8M_4,P2_9_4,P2_7_5,P2_8A_5,P2_8M_5,P2_9_5,P2_7_6,P2_8A_6,P2_8M_6,P2_9_6,P2_7_7,P2_8A_7,P2_8M_7,P2_9_7,P2_7_8,P2_8A_8,P2_8M_8,P2_9_8,P2_7_9,P2_8A_9,P2_8M_9,P2_9_9,P2_7_10,P2_8A_10,P2_8M_10,P2_9_10,P2_10_E,R2_10_CVE,R2_10_X,P2_11,P2_12,P2_13,P2_14_1,P2_14_2,P2_14_3,P2_14_4,P2_14_5,P2_14_6,P2_14_7,P2_14_8,P2_14_9,P2_15,P3_1,P3_2,P3_2A_01,P3_2A_02,P3_2A_03,P3_2A_04,P3_2A_05,P3_2A_06,P3_2A_07,P3_2A_08,P3_2A_98,P3_2A_99,P3_3,P3_4,P3_5_D,P3_5_M,P3_5_A,P3_6,P3_7,P3_8_D,P3_8_M,P3_8_A,P3_9,P3_10,P3_11,P3_12_1,P3_12_2,P3_12_3,P3_12_4,P3_12_5,P3_13_01,P3_13_02,P3_13_03,P3_13_04,P3_13_05,P3_13_06,P3_13_07,P3_13_08,P3_13_09,P3_13_10,P3_13_11,P3_13_12,P3_14_1,P3_14_2,P3_14_3,P3_14_4,P3_14_5,P3_14_6,P3_15_1,P3_15_2,P3_15_3,P3_15_4,P3_15_5,P3_15_6,P3_15_7,P3_15_8,P3_15_9,P3_16,P3_17_01,P3_17_02,P3_17_03,P3_17_04,P3_17_05,P3_17_06,P3_17_07,P3_17_08,P3_17_09,P3_17_10,P3_17_11,P3_18_01,P3_18_02,P3_18_03,P3_18_04,P3_18_05,P3_18_06,P3_18_07,P3_18_08,P3_18_09,P3_18_10,P3_18_11,P3_18_12,P3_18_13,P3_18_14,P3_18_15,P3_19,P3_20,P3_21_1,P3_21_2,P3_22_1,P3_22_2,P3_22_3,P3_22_4,P3_22_5,P3_22_8,P3_22_9,P3_23,P3_24,P3_25,P3_26,EST_DIS,FAC_PER,FPC
336,0116.6586,23,Quintana Roo,NA,NA,01,1,2,23,01,0,1,0,0,0,0,1,0,0,0,0,0,1,03,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,1,27,00,1,2,NA,NA,NA,GUARDIA DE SEGURIDAD PRIVADA,5313,05,1,NA,NA,1,2,1,1,2,1,1,2,1,2,4,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,001,01,03,2021,23,001,29,01,2021,5,3,NA,NA,NA,NA,NA,NA,1,1,1,2,2,2,2,2,2,2,2,NA,2,2,1,2,2,2,2,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01,02,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1367.1,2.6363636363636362,0.34920634920634919
340,0116.8562,27,Tabasco,50,CERESO VILLAHERMOSA,01,1,2,27,03,0,0,1,0,1,0,0,1,0,0,0,0,1,06,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,"PESCA, CAMPO Y OBRERO",6211,06,1,NA,NA,1,2,1,1,2,1,1,2,1,1,1,02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,004,24,04,2017,27,004,24,04,2017,1,2,NA,NA,NA,NA,NA,NA,1,1,1,1,2,2,1,1,2,2,2,NA,1,1,1,1,1,2,1,2,1,2,2,2,2,2,1,2,1,1,1,2,2,2,1,2,2,1,1,2,1,2,1,2,2,2,1,2,1,2,2,1,2,2,98,06,1,2,1,0,0,0,0,0,0,2,NA,2,NA,0573.1,2.9999999999999996,0.38732394366197181
342,0116.8991,23,Quintana Roo,NA,NA,01,1,2,23,01,0,1,0,0,0,0,0,0,0,0,0,0,1,02,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,RADIO TAXISTA,2652,02,1,NA,NA,1,2,1,1,1,1,1,1,1,4,4,05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,008,12,01,2019,23,008,20,11,2018,5,3,NA,NA,NA,NA,NA,NA,2,1,1,2,2,2,1,2,2,2,2,NA,2,1,1,1,1,1,1,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01,01,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2351.1,2.8881987577639752,0.33402489626556015
363,0117.5766,05,Coahuila de Zaragoza,NA,NA,01,1,2,98,01,0,1,0,0,0,0,1,0,0,0,0,0,1,03,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,CONSTRUCCION,7121,07,1,NA,NA,2,2,2,1,2,2,2,2,2,1,1,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05,025,03,02,2021,05,025,98,07,2020,5,3,NA,NA,NA,NA,NA,NA,2,1,1,2,2,2,2,2,2,2,2,NA,1,1,1,1,1,1,1,2,2,NA,NA,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01,03,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0322.1,3.4956140350877192,0.33091436865021773
364,0117.5784,17,Morelos,36,CEFERESO 16 CPS MORELOS,01,2,1,23,01,0,1,0,0,0,0,1,0,0,0,0,0,1,02,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,EMPLEADA DE WALLMART,9999,99,NA,NA,99,1,2,1,1,2,1,1,2,1,1,4,03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,999,28,10,2011,23,005,28,10,2011,1,5,1,NA,NA,NA,NA,NA,2,1,1,1,2,2,1,1,1,2,2,NA,2,2,1,2,2,2,2,2,2,NA,NA,2,2,2,2,1,2,1,2,1,2,1,1,1,2,2,2,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,01,06,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,2070.2,1.0358090185676392,0.97922077922077921
390,0118.5751,31,Yucatán,53,CERESO MERIDA,01,1,2,31,01,1,0,0,0,0,0,0,0,0,0,0,0,2,NA,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,EN CARGADOI DE XIC DE CERVESAS,4201,04,1,NA,NA,1,2,1,1,1,1,1,2,1,3,1,01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,050,02,03,2020,31,050,02,03,2020,1,2,NA,NA,NA,NA,NA,NA,2,1,1,2,2,2,2,1,2,2,2,NA,2,2,1,2,2,2,1,2,2,NA,NA,2,2,1,2,2,1,1,1,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,01,03,1,2,1,0,0,0,0,0,0,2,NA,1,5,2884.1,2.3467230443974629,0.34077809798270892
402,0119.2788,05,Coahuila de Zaragoza,NA,NA,01,1,2,05,01,0,1,0,0,0,0,0,0,0,0,0,0,1,06,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,CONSTRUCCION,7121,07,1,NA,NA,1,2,1,1,1,1,1,1,1,4,4,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05,030,09,01,2021,05,030,03,01,2021,2,5,1,NA,NA,NA,NA,NA,1,1,1,2,2,2,1,2,2,2,2,NA,2,2,2,2,2,2,1,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01,08,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2226.1,4.8888888888888893,0.1924198250728863
405,0119.3186,31,Yucatán,53,CERESO MERIDA,01,1,2,31,01,0,0,1,1,1,0,0,1,0,0,0,0,2,NA,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,EJIDATARIO,6999,06,1,NA,NA,1,2,1,1,2,2,3,2,2,1,1,01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,053,11,11,2011,31,053,11,11,2011,1,2,NA,NA,NA,NA,NA,NA,2,1,1,1,2,2,2,1,2,1,2,NA,2,2,1,2,2,2,1,2,2,NA,NA,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,03,06,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2884.1,2.3467230443974629,0.34077809798270892
407,0119.3635,27,Tabasco,50,CERESO VILLAHERMOSA,01,1,2,27,01,0,0,1,1,1,0,0,0,0,0,0,0,1,03,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,EMPLEADO DE CINEPOLIS,9999,99,NA,NA,99,2,1,2,1,2,1,2,2,2,1,1,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,004,22,12,2004,27,004,22,12,2004,1,3,NA,NA,NA,NA,NA,NA,1,1,1,2,2,2,2,1,2,2,2,NA,2,2,2,2,2,2,1,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,02,07,1,2,1,0,0,0,0,0,0,2,NA,2,NA,0573.1,2.9999999999999996,0.38732394366197181
410,0119.5396,27,Tabasco,NA,NA,01,2,2,27,03,0,1,0,0,0,0,1,0,0,0,0,0,2,NA,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,VENDIA PRODUCTOS DE JAFRA,4224,04,1,NA,NA,1,2,1,2,1,1,1,2,1,1,4,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,014,10,10,2012,27,014,98,08,2012,5,5,1,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,1,2,2,1,2,2,NA,NA,2,2,2,2,1,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01,01,1,2,1,0,0,0,0,0,0,2,NA,2,NA,0648.2,1.0344827586206895,0.96666666666666667
413,0119.6730,05,Coahuila de Zaragoza,NA,NA,01,2,2,05,01,0,1,0,0,0,0,1,0,0,0,0,0,1,05,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NO TRABAJABA,1008,97,NA,03,01,2,2,2,2,2,2,2,2,2,1,4,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05,035,30,08,2019,05,017,08,12,2018,5,3,NA,NA,NA,NA,NA,NA,1,1,1,2,2,2,2,2,2,2,2,NA,2,2,2,1,1,2,1,2,2,NA,NA,2,2,2,2,1,1,1,1,1,1,1,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,09,03,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2534.2,1.01,1
419,0120.0435,27,Tabasco,50,CERESO VILLAHERMOSA,01,1,2,27,01,0,1,0,0,0,0,0,0,0,0,0,0,1,01,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,ALBANIL,7121,07,1,NA,NA,1,1,2,1,2,1,3,2,1,2,4,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,004,10,01,2021,27,004,98,98,9998,4,5,1,NA,NA,NA,NA,NA,2,2,1,2,2,2,2,2,2,2,2,NA,1,1,2,1,1,2,1,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,03,05,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0573.1,2.9999999999999996,0.38732394366197181
421,0120.3935,23,Quintana Roo,NA,NA,01,1,2,23,01,0,1,0,0,0,0,0,0,0,0,0,0,1,04,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,CRIANZA Y COMPRA Y VENTA DE ANIMALES  GRANJERO,6129,06,1,NA,NA,1,2,1,1,2,1,1,2,9,2,1,02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,008,08,04,2018,23,008,08,04,2018,1,5,3,NA,NA,NA,NA,NA,1,2,1,2,2,2,1,2,2,2,2,NA,2,2,1,1,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,01,01,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2351.1,2.8881987577639752,0.33402489626556015
431,0120.8332,05,Coahuila de Zaragoza,NA,NA,01,2,2,05,01,0,0,1,0,1,0,0,0,0,0,0,0,2,NA,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,DESBLOQUEO Y ARREGLO DE CELULARES,2644,02,1,NA,NA,1,2,2,1,1,1,3,1,1,2,4,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05,009,19,02,2018,05,009,14,02,2018,2,3,NA,NA,NA,NA,NA,NA,1,2,1,2,2,2,2,2,2,2,2,NA,1,1,1,1,1,1,1,2,2,NA,NA,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01,03,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1236.2,1.0227272727272727,0.97777777777777775
434,0120.9258,31,Yucatán,53,CERESO MERIDA,01,1,2,31,01,0,1,0,0,0,0,1,0,0,0,0,0,1,05,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,ALBANIL,7121,07,1,NA,NA,1,2,2,2,2,1,2,2,2,3,1,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,050,06,04,2020,31,050,98,04,2020,2,2,NA,NA,NA,NA,NA,NA,2,1,1,1,1,2,2,2,2,2,2,NA,2,2,2,1,2,2,1,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01,03,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2884.1,2.3467230443974629,0.34077809798270892
437,0121.0999,31,Yucatán,53,CERESO MERIDA,01,1,2,31,01,0,1,0,0,0,0,0,0,0,0,0,0,1,02,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,AGENTE DE VENTAS,4221,04,1,NA,NA,1,2,1,1,1,1,1,2,1,3,3,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,050,02,09,2011,31,050,98,98,9998,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2884.1,2.3467230443974629,0.34077809798270892
446,0121.6861,27,Tabasco,NA,NA,01,1,2,27,01,0,1,0,0,0,0,1,0,0,0,0,0,1,06,1,2,NA,NA,NA,1,06,00,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,CAMPESINO,6119,06,1,NA,NA,2,2,2,1,2,2,2,2,2,1,4,02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,004,30,11,1999,27,013,29,11,1999,2,3,NA,NA,NA,NA,NA,NA,2,1,1,2,2,2,1,1,2,2,2,NA,1,2,1,1,1,1,1,2,2,NA,NA,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,2,1,1,1,2,2,2,1,1,2,03,07,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0176.1,3.8571428571428568,0.28823529411764703
478,0123.2558,04,Campeche,07,CERESO KOBEN,01,1,2,04,01,0,1,0,0,0,0,0,0,0,0,0,0,1,01,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,1,03,00,2,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,CARGADOR DE UN CAMION,9331,09,1,NA,NA,1,2,1,1,1,1,1,1,1,2,4,02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04,009,14,03,2013,04,009,98,98,2013,8,5,2,NA,NA,NA,NA,NA,2,1,1,1,2,2,1,1,1,2,2,NA,2,2,1,2,2,2,1,2,2,NA,NA,2,2,2,2,2,1,1,1,1,1,2,1,2,2,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,03,06,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2352.1,1.7405940594059406,0.5751708428246014
480,0123.3256,23,Quintana Roo,NA,NA,01,2,2,23,01,0,1,0,0,0,0,1,0,0,0,0,0,1,01,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,EN UNA COCINA ECONOMICA,5112,05,1,NA,NA,1,2,1,1,2,1,2,2,1,1,4,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,002,05,03,2021,23,002,98,98,9998,1,4,1,2,1,1,1,2,1,1,2,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,1,2,2,NA,NA,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,01,06,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,1186.2,1.0384615384615383,0.96296296296296291
495,0123.9910,31,Yucatán,53,CERESO MERIDA,01,2,2,31,01,0,0,0,0,1,0,0,0,0,0,0,0,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01,1,1,1,2,2,1,1,1,1,7,1,05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,027,09,07,2021,31,027,09,07,2021,1,5,1,NA,NA,NA,NA,NA,1,2,1,2,2,2,2,2,2,2,2,NA,1,1,1,1,1,2,1,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01,03,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2390.2,1.0434782608695654,0.95833333333333337
497,0124.1558,23,Quintana Roo,NA,NA,01,1,2,23,01,0,0,1,0,0,1,0,1,0,0,0,0,2,NA,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,1,06,00,2,2,NA,NA,NA,AYUDANTE DE HERRERO,9231,09,1,NA,NA,1,2,1,2,1,1,1,1,1,2,4,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,002,09,05,2020,23,002,98,98,2014,6,3,NA,NA,NA,NA,NA,NA,2,2,1,2,2,2,2,2,2,2,2,NA,2,1,2,1,1,1,1,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01,01,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0191.1,2.7964824120603016,0.3537777777777778
501,0124.4140,04,Campeche,NA,NA,01,1,2,04,01,0,1,0,0,0,0,1,0,0,0,0,0,1,03,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,LAVABA CARROS,9631,09,1,NA,NA,1,2,1,2,2,1,1,1,1,1,1,02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04,003,15,10,2016,04,003,09,07,2016,5,5,2,NA,NA,NA,NA,NA,2,2,1,2,2,2,2,1,2,2,2,NA,2,2,1,1,2,2,1,2,2,NA,NA,2,2,2,2,1,1,2,2,2,1,2,2,1,2,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,01,01,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1732.1,1.7272727272727271,0.57894736842105265
508,0124.7476,27,Tabasco,NA,NA,01,1,2,27,01,0,1,0,0,0,0,0,0,0,0,0,0,1,01,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,COMERCIANTE DE ROPA,4111,04,1,NA,NA,1,1,1,1,2,1,3,2,2,2,1,01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,002,98,98,2016,27,002,98,06,2016,5,3,NA,NA,NA,NA,NA,NA,2,1,1,1,2,2,1,1,1,2,2,NA,2,1,1,1,1,1,1,2,2,NA,NA,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,03,09,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0516.1,3.7810218978102195,0.29912663755458513
549,0126.8318,05,Coahuila de Zaragoza,NA,NA,01,1,2,05,01,0,1,0,0,0,0,1,0,0,0,0,0,1,04,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,1,04,00,2,2,NA,NA,NA,CHOFER DE PIPA DE GAS LP,8341,08,1,NA,NA,1,1,1,1,1,1,1,1,1,6,4,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05,020,09,05,2019,05,020,98,01,2019,5,3,NA,NA,NA,NA,NA,NA,1,1,1,2,2,2,2,2,2,2,2,NA,1,1,1,1,1,1,1,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,03,02,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0322.1,3.4956140350877192,0.33091436865021773
551,0126.8708,23,Quintana Roo,NA,NA,01,1,2,23,02,0,1,0,0,0,0,1,0,0,0,0,0,1,05,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,TABLAROQUERO,7133,07,1,NA,NA,1,2,1,2,2,1,2,1,1,6,4,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,005,11,02,2020,23,005,19,05,2019,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0381.1,3.4632352941176476,0.33090024330900242
559,0127.2041,27,Tabasco,50,CERESO VILLAHERMOSA,01,2,2,27,01,0,0,1,0,1,0,1,0,0,0,0,0,1,07,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,BAILARINA,2174,02,1,NA,NA,1,2,1,1,2,1,1,1,2,6,3,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,002,24,12,2015,27,002,98,98,9998,8,5,2,NA,NA,NA,NA,NA,2,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,NA,NA,2,2,2,2,2,2,1,1,1,2,2,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,04,08,1,2,1,0,0,0,0,0,0,2,NA,1,4,2795.2,1.0176991150442478,1
